hs_contact_id,email,company_name,lead_source,mql_date,lifecycle_stage,sf_opportunity_id,country,utm_campaign,number_of_employees,country_canonical,lead_source_canonical,canonical_name,has_sf_opportunity
HS-91901,contact1901@connectwave.com.br,Connect Wave,Paid Search,2024-10-18,Customer,,Brasil,linkedin-ads-q3,3493.0,BR,Paid Search,connectwave,False
HS-91902,contact1902@corelogic.com.br,CoreLogic,Webinar,2024-07-01,Lead,OPP-2025191,Brasil,linkedin-ads-q3,54.0,BR,Webinar,corelogic,True
HS-91903,contact1903@orbitdigital.com.br,ORBIT DIGITAL,Event,,MQL,OPP-2024491,Brasil,linkedin-ads-q3,86.0,BR,Other,orbit,True
HS-91904,contact1904@orbitdigital.com.br,orbit digital,Organic,2023-10-29,SQL,,Brasil,demo-request,908.0,BR,Organic Search,orbit,False
HS-91905,contact1905@ampliasolucoes.com.br,Amplia,Content Download,2024-04-02,SQL,OPP-2024616,Brasil,linkedin-ads-q3,,BR,Content Download,amplia,True
HS-91906,contact1906@polaris.com.br,POLARIS,Webinar,,Lead,,Brasil,webinar-nov24,97.0,BR,Webinar,polaris,False
HS-91907,contact1907@gridsoft.com.br,GridSoft,Content Download,2024-09-28,Subscriber,,Brasil,demo-request,5842.0,BR,Content Download,gridsoft,False
HS-91908,contact1908@tapflow.com.br,Tap Flow,Content Download,2024-12-23,Lead,OPP-2024902,Brasil,cold-outbound,,BR,Content Download,tapflow,True
HS-91909,contact1909@verticetech.com.br,VERTICE TECH,Partner,,Lead,OPP-2024867,Brasil,ebook-revops,381.0,BR,Partner/Referral,vertice,True
HS-91910,contact1910@fluxosistemas.com.br,Fluxo Sistemas,Email Marketing,2024-01-04,Subscriber,,Brasil,ebook-revops,1127.0,BR,Email Marketing,fluxo,False
HS-91911,contact1911@skyops.com.br,SkyOps,partner referral,,Subscriber,,Brasil,cold-outbound,,BR,Partner/Referral,skyops,False
HS-91912,contact1912@fluxosistemas.com.br,Fluxo,Direct,2024-11-03,Subscriber,,Brasil,linkedin-ads-q3,,BR,Other,fluxo,False
HS-91913,contact1913@fluxosistemas.com.br,Fluxo Sistemas,paid,2024-05-18,Lead,OPP-2024449,Brasil,cold-outbound,,BR,Paid Search,fluxo,True
HS-91914,contact1914@betasolutions.com.br,Beta Solutions,google ads,2023-09-13,MQL,,Brasil,webinar-nov24,,BR,Paid Search,betasolutions,False
HS-91915,contact1915@polaris.com.br,polaris,Email Marketing,,SQL,,brasil,event-saas-summit,,BR,Email Marketing,polaris,False
HS-91916,contact1916@zentra.com.br,zentra,partner referral,2024-07-25,Lead,OPP-2024450,Brasil,partner-referral,,BR,Partner/Referral,zentra,True
HS-91917,contact1917@polare.com.br,Polare Ltda,Email Marketing,2024-02-07,Lead,,Brasil,event-saas-summit,,BR,Email Marketing,polare,False
HS-91918,contact1918@tapflow.com.br,TapFlow,social,2024-05-23,Customer,,Brasil,organic,,BR,Social Media,tapflow,False
HS-91919,contact1919@betasolutions.com.br,beta solutions,Organic Search,2024-11-12,SQL,,Brazil,event-saas-summit,5481.0,BR,Organic Search,betasolutions,False
HS-91920,contact1920@innova.com.br,Innova Tech,paid,2024-05-24,Customer,OPP-2024336,BRA,cold-outbound,118.0,BR,Paid Search,innova,True
HS-91921,contact1921@bluepath.com.br,bluepath,Organic Search,2024-07-03,Lead,,Brasil,cold-outbound,,BR,Organic Search,bluepath,False
HS-91922,contact1922@ampliasolucoes.com.br,Amplia,Social Media,2024-07-16,Subscriber,,Brasil,linkedin-ads-q3,,BR,Social Media,amplia,False
HS-91923,contact1923@innova.com.br,Innova,Referral,2024-04-06,MQL,,BR,event-saas-summit,186.0,BR,Partner/Referral,innova,False
HS-91924,contact1924@fluxosistemas.com.br,Fluxo Sistemas Ltda,Content Download,,Lead,,BR,event-saas-summit,5112.0,BR,Content Download,fluxo,False
HS-91925,contact1925@connectwave.com.br,CONNECTWAVE,Event,2023-11-24,Customer,OPP-2024116,Brasil,organic,,BR,Other,connectwave,True
HS-91926,contact1926@innova.com.br,innova,Webinar,2024-07-23,Lead,OPP-2024250,brasil,demo-request,,BR,Webinar,innova,True
HS-91927,contact1927@betasolutions.com.br,Beta Solutions Ltda,Direct,2024-08-02,Subscriber,,Brasil,organic,,BR,Other,betasolutions,False
HS-91928,contact1928@fluxosistemas.com.br,FLUXO SISTEMAS,Content Download,,SQL,OPP-2025192,BR,demo-request,48.0,BR,Content Download,fluxo,True
HS-91929,contact1929@tapflow.com.br,Tap Flow,Direct,,SQL,,brasil,event-saas-summit,5399.0,BR,Other,tapflow,False
HS-91930,contact1930@connectwave.com.br,connectwave,paid,,Lead,,Brasil,ebook-revops,66.0,BR,Paid Search,connectwave,False
HS-91931,contact1931@connectwave.com.br,connectwave,Content Download,2024-11-02,Subscriber,,Brazil,linkedin-ads-q3,82.0,BR,Content Download,connectwave,False
HS-91932,contact1932@tapflow.com.br,tapflow,SEO,2024-04-19,Customer,OPP-2024553,Brasil,event-saas-summit,5026.0,BR,Organic Search,tapflow,True
HS-91933,contact1933@rushflow.com.br,RushFlow,Email Marketing,,Subscriber,,Brasil,partner-referral,,BR,Email Marketing,rushflow,False
HS-91934,contact1934@skyops.com.br,SKYOPS,Partner,2024-06-13,Subscriber,,brasil,event-saas-summit,546.0,BR,Partner/Referral,skyops,False
HS-91935,contact1935@dataprime.com.br,DataPrime,Social Media,2024-08-10,Subscriber,,Brasil,demo-request,166.0,BR,Social Media,dataprime,False
HS-91936,contact1936@rushflow.com.br,Rush Flow,Paid Search,2024-11-22,SQL,OPP-2024271,Brasil,linkedin-ads-q3,110.0,BR,Paid Search,rushflow,True
HS-91937,contact1937@polare.com.br,Polare Ltda,Paid Search,2024-07-26,Subscriber,,Brasil,demo-request,186.0,BR,Paid Search,polare,False
HS-91938,contact1938@connectwave.com.br,connectwave,email,2024-04-02,Subscriber,,Brasil,ebook-revops,1952.0,BR,Email Marketing,connectwave,False
HS-91939,contact1939@betasolutions.com.br,Beta Solutions,Webinar,2024-03-09,SQL,,Brasil,linkedin-ads-q3,,BR,Webinar,betasolutions,False
HS-91940,contact1940@dataprime.com.br,DATAPRIME,Webinar,2024-04-10,Customer,,BRASIL,ebook-revops,896.0,BR,Webinar,dataprime,False
HS-91941,contact1941@orbitdigital.com.br,ORBIT DIGITAL,Social Media,2024-12-29,Lead,OPP-2025131,brasil,partner-referral,,BR,Social Media,orbit,True
HS-91942,contact1942@verticetech.com.br,VERTICE TECH,Referral,2024-10-26,SQL,,brasil,linkedin-ads-q3,,BR,Partner/Referral,vertice,False
HS-91943,contact1943@polaris.com.br,Polaris,Referral,2024-11-18,MQL,,Brasil,webinar-nov24,,BR,Partner/Referral,polaris,False
HS-91944,contact1944@polaris.com.br,Polaris,Email Marketing,,Lead,,Brasil,partner-referral,,BR,Email Marketing,polaris,False
HS-91945,contact1945@polare.com.br,Polare,Webinar,2024-08-17,Subscriber,,Brasil,webinar-nov24,239.0,BR,Webinar,polare,False
HS-91946,contact1946@orbitdigital.com.br,orbit digital,Event,2024-11-24,Lead,,Brasil,partner-referral,,BR,Other,orbit,False
HS-91947,contact1947@fluxosistemas.com.br,Fluxo Sistemas,google ads,,SQL,OPP-2024188,Brasil,partner-referral,,BR,Paid Search,fluxo,True
HS-91948,contact1948@ampliasolucoes.com.br,Amplia,Organic,2024-09-18,Lead,,Brasil,organic,,BR,Organic Search,amplia,False
HS-91949,contact1949@betasolutions.com.br,BETA SOLUTIONS,organic,2024-07-26,Customer,,Brasil,ebook-revops,,BR,Organic Search,betasolutions,False
HS-91950,contact1950@tapflow.com.br,TAPFLOW,Partner,,Customer,,Brasil,ebook-revops,,BR,Partner/Referral,tapflow,False
HS-91951,contact1951@mindbox.com.br,MINDBOX,Content Download,2023-10-30,SQL,,Brazil,cold-outbound,161.0,BR,Content Download,mindbox,False
HS-91952,contact1952@polare.com.br,polare,Direct,2024-07-29,SQL,OPP-2024311,Brasil,webinar-nov24,7824.0,BR,Other,polare,True
HS-91953,contact1953@mindbox.com.br,MINDBOX,Organic Search,2024-08-08,Lead,OPP-2024972,BRA,ebook-revops,977.0,BR,Organic Search,mindbox,True
HS-91954,contact1954@innova.com.br,Innova,Content Download,2024-08-05,Customer,,Brasil,partner-referral,,BR,Content Download,innova,False
HS-91955,contact1955@betasolutions.com.br,Beta Solutions,partner referral,,MQL,OPP-2024488,Brasil,ebook-revops,60.0,BR,Partner/Referral,betasolutions,True
HS-91956,contact1956@corelogic.com.br,Core Logic,Event,,Customer,,Brasil,partner-referral,67.0,BR,Other,corelogic,False
HS-91957,contact1957@gruponexus.com.br,GRUPO NEXUS,google ads,2024-08-20,Customer,,Brasil,linkedin-ads-q3,,BR,Paid Search,nexus,False
HS-91958,contact1958@acmecorp.com.br,ACME CORP,Content Download,,Subscriber,,brasil,ebook-revops,6909.0,BR,Content Download,acme,False
HS-91959,contact1950@tapflow.com.br,tapflow,Social Media,2024-05-15,Customer,,BRASIL,linkedin-ads-q3,743.0,BR,Social Media,tapflow,False
HS-91960,contact1960@tapflow.com.br,TapFlow,Organic Search,,Subscriber,,Brasil,partner-referral,136.0,BR,Organic Search,tapflow,False
HS-91961,contact1961@verticetech.com.br,Vertice,Partner,2024-03-12,Subscriber,,Brazil,webinar-nov24,39.0,BR,Partner/Referral,vertice,False
HS-91962,contact1962@polaris.com.br,Polaris,partner referral,2023-11-17,Customer,,Brazil,demo-request,6062.0,BR,Partner/Referral,polaris,False
HS-91963,contact1963@verticetech.com.br,Vertice Tech,paid,2024-12-19,SQL,,Brasil,ebook-revops,584.0,BR,Paid Search,vertice,False
HS-91964,contact1964@bluepath.com.br,bluepath,paid,2025-01-18,SQL,,BR,webinar-nov24,,BR,Paid Search,bluepath,False
HS-91965,contact1965@rushflow.com.br,rushflow,Email Marketing,2025-01-12,Subscriber,OPP-2024534,Brasil,cold-outbound,,BR,Email Marketing,rushflow,True
HS-91966,contact1966@verticetech.com.br,Vertice Tech,google ads,2023-11-14,MQL,OPP-2024570,Brasil,ebook-revops,858.0,BR,Paid Search,vertice,True
HS-91967,contact1967@verticetech.com.br,VERTICE TECH,Organic Search,2023-11-22,SQL,,BRA,linkedin-ads-q3,,BR,Organic Search,vertice,False
HS-91968,contact1968@mindbox.com.br,Mindbox,Webinar,2024-01-25,Subscriber,,brasil,linkedin-ads-q3,,BR,Webinar,mindbox,False
HS-91969,contact1969@betasolutions.com.br,Beta Solutions Ltda,Organic,,SQL,,Brasil,organic,147.0,BR,Organic Search,betasolutions,False
HS-91970,contact1970@rushflow.com.br,rushflow,Referral,,SQL,OPP-2024980,Brasil,webinar-nov24,351.0,BR,Partner/Referral,rushflow,True
HS-91971,contact1971@betasolutions.com.br,beta solutions,partner referral,2023-11-27,SQL,,Brasil,organic,67.0,BR,Partner/Referral,betasolutions,False
HS-91972,contact1972@fluxosistemas.com.br,Fluxo Sistemas,Social Media,,Subscriber,,Brazil,linkedin-ads-q3,428.0,BR,Social Media,fluxo,False
HS-91973,contact1973@fluxosistemas.com.br,Fluxo Sistemas,Event,,Customer,,Brasil,ebook-revops,77.0,BR,Other,fluxo,False
HS-91974,contact1974@acmecorp.com.br,Acme Corp,Content Download,2024-06-13,Lead,OPP-2024667,Brasil,partner-referral,,BR,Content Download,acme,True
HS-91975,contact1975@zentra.com.br,ZENTRA,google ads,2024-06-13,Lead,OPP-2025093,Brasil,demo-request,,BR,Paid Search,zentra,True
HS-91976,contact1976@betasolutions.com.br,Beta Solutions,paid,,MQL,,BRA,cold-outbound,98.0,BR,Paid Search,betasolutions,False
HS-91977,contact1977@fluxosistemas.com.br,Fluxo Sistemas Ltda,Event,2023-12-23,Lead,OPP-2024921,Brasil,ebook-revops,861.0,BR,Other,fluxo,True
HS-91978,contact1978@rushflow.com.br,RushFlow,Paid Search,2023-12-18,Subscriber,OPP-2024369,Brasil,cold-outbound,,BR,Paid Search,rushflow,True
HS-91979,contact1979@ampliasolucoes.com.br,Amplia Soluções Ltda,Direct,2023-09-19,MQL,,Brasil,linkedin-ads-q3,116.0,BR,Other,amplia,False
HS-91980,contact1980@verticetech.com.br,Vértice Tech,partner referral,2023-11-01,Lead,,Brasil,partner-referral,9835.0,BR,Partner/Referral,vertice,False
HS-91981,contact1981@betasolutions.com.br,Beta Solutions,Partner,2024-07-24,Customer,,Brasil,linkedin-ads-q3,111.0,BR,Partner/Referral,betasolutions,False
HS-91982,contact1982@acmecorp.com.br,acme,partner referral,2024-06-13,Subscriber,OPP-2024433,Brasil,linkedin-ads-q3,78.0,BR,Partner/Referral,acme,True
HS-91983,contact1983@verticetech.com.br,Vertice Tech,Webinar,2024-08-10,MQL,OPP-2024215,brasil,ebook-revops,2328.0,BR,Webinar,vertice,True
HS-91984,contact1984@gridsoft.com.br,GridSoft,paid,,Lead,,Brazil,demo-request,954.0,BR,Paid Search,gridsoft,False
HS-91985,contact1985@mindbox.com.br,Mindbox,Social Media,2025-01-03,Lead,,Brasil,organic,596.0,BR,Social Media,mindbox,False
HS-91986,contact1986@connectwave.com.br,Connect Wave,Referral,2023-10-22,MQL,,Brasil,ebook-revops,925.0,BR,Partner/Referral,connectwave,False
HS-91987,contact1987@gridsoft.com.br,gridsoft,Content Download,2024-03-28,SQL,,BR,organic,,BR,Content Download,gridsoft,False
HS-91988,contact1988@gridsoft.com.br,gridsoft,Event,2024-08-02,Lead,,Brasil,organic,506.0,BR,Other,gridsoft,False
HS-91989,contact1989@bluepath.com.br,Blue Path,Webinar,2024-05-25,Subscriber,,Brasil,event-saas-summit,7356.0,BR,Webinar,bluepath,False
HS-91990,contact1990@corelogic.com.br,CoreLogic,Organic Search,2024-01-14,Subscriber,,Brasil,event-saas-summit,962.0,BR,Organic Search,corelogic,False
HS-91991,contact1991@connectwave.com.br,CONNECTWAVE,Direct,,Customer,,BRASIL,partner-referral,,BR,Other,connectwave,False
HS-91992,contact1992@betasolutions.com.br,beta solutions,Event,2024-01-31,MQL,OPP-2024009,Brasil,organic,212.0,BR,Other,betasolutions,True
HS-91993,contact1993@rushflow.com.br,RushFlow,SEO,2024-09-17,Lead,,Brazil,webinar-nov24,43.0,BR,Organic Search,rushflow,False
HS-91994,contact1994@dataprime.com.br,DATAPRIME,email,,SQL,,Brasil,ebook-revops,,BR,Email Marketing,dataprime,False
HS-91995,contact1995@innova.com.br,Innova,Referral,,Subscriber,,Brasil,demo-request,,BR,Partner/Referral,innova,False
HS-91996,contact1996@fluxosistemas.com.br,Fluxo,Email Marketing,,MQL,,Brasil,webinar-nov24,183.0,BR,Email Marketing,fluxo,False
HS-91997,contact1997@polare.com.br,Polare Ltda,google ads,2024-10-02,MQL,,Brasil,partner-referral,313.0,BR,Paid Search,polare,False
HS-91998,contact1998@skyops.com.br,skyops,Organic,,Lead,,Brasil,event-saas-summit,,BR,Organic Search,skyops,False
HS-91999,contact1999@orbitdigital.com.br,orbit digital,Social Media,2024-04-10,MQL,,BR,partner-referral,5258.0,BR,Social Media,orbit,False
HS-92000,contact2000@zentra.com.br,Zentra Tech,Direct,,SQL,,Brazil,event-saas-summit,95.0,BR,Other,zentra,False
HS-92001,contact2001@tapflow.com.br,TAPFLOW,Partner,2024-04-13,Subscriber,,Brasil,ebook-revops,9376.0,BR,Partner/Referral,tapflow,False
HS-92002,contact2002@bluepath.com.br,BluePath,Organic Search,2024-03-15,Lead,OPP-2024587,Brasil,event-saas-summit,506.0,BR,Organic Search,bluepath,True
HS-92003,contact2003@polaris.com.br,polaris,Webinar,2023-10-11,Subscriber,,Brasil,demo-request,151.0,BR,Webinar,polaris,False
HS-92004,contact2004@fluxosistemas.com.br,Fluxo Sistemas Ltda,Organic Search,,Customer,,Brasil,webinar-nov24,9724.0,BR,Organic Search,fluxo,False
HS-92005,contact2005@polaris.com.br,polaris,partner referral,2025-01-08,Lead,,Brasil,organic,277.0,BR,Partner/Referral,polaris,False
HS-92006,contact2006@tapflow.com.br,TapFlow,Webinar,,Customer,,Brasil,webinar-nov24,17.0,BR,Webinar,tapflow,False
HS-92007,contact2007@ampliasolucoes.com.br,Amplia,Webinar,,Lead,OPP-2024540,Brasil,ebook-revops,13.0,BR,Webinar,amplia,True
HS-92008,contact2008@ampliasolucoes.com.br,Amplia Soluções,Social Media,2023-11-08,SQL,OPP-2024342,BRA,organic,489.0,BR,Social Media,amplia,True
HS-92009,contact2009@verticetech.com.br,VERTICE TECH,Paid Search,,Customer,,BR,ebook-revops,81.0,BR,Paid Search,vertice,False
HS-92010,contact2010@verticetech.com.br,Vertice Tech,Partner,,MQL,,BR,webinar-nov24,,BR,Partner/Referral,vertice,False
HS-92011,contact2011@polare.com.br,Polare,Organic Search,2025-01-15,SQL,,Brasil,event-saas-summit,1091.0,BR,Organic Search,polare,False
HS-92012,contact2012@innova.com.br,innova,Organic Search,,Subscriber,,BR,linkedin-ads-q3,,BR,Organic Search,innova,False
HS-92013,contact2013@orbitdigital.com.br,ORBIT DIGITAL,Partner,,SQL,,brasil,linkedin-ads-q3,80.0,BR,Partner/Referral,orbit,False
HS-92014,contact2014@skyops.com.br,skyops,Content Download,2024-08-07,Customer,,Brasil,webinar-nov24,,BR,Content Download,skyops,False
HS-92015,contact2015@fluxosistemas.com.br,FLUXO SISTEMAS,Partner,2024-09-05,Lead,,brasil,cold-outbound,,BR,Partner/Referral,fluxo,False
HS-92016,contact2016@mindbox.com.br,mindbox,Organic,2024-08-08,Customer,OPP-2024966,Brasil,organic,36.0,BR,Organic Search,mindbox,True
HS-92017,contact2017@zentra.com.br,ZENTRA,google ads,2024-02-20,Subscriber,,BRASIL,event-saas-summit,91.0,BR,Paid Search,zentra,False
HS-92018,contact2018@dataprime.com.br,DataPrime,Content Download,2024-08-09,Lead,,Brasil,organic,9845.0,BR,Content Download,dataprime,False
HS-92019,contact2019@zentra.com.br,ZENTRA,Social Media,2023-09-02,MQL,,Brasil,cold-outbound,162.0,BR,Social Media,zentra,False
HS-92020,contact2020@mindbox.com.br,mindbox,organic,2025-01-21,MQL,,Brasil,demo-request,94.0,BR,Organic Search,mindbox,False
HS-92021,contact2021@bluepath.com.br,BLUEPATH,SEO,2025-01-18,SQL,,Brazil,organic,,BR,Organic Search,bluepath,False
HS-92022,contact2022@orbitdigital.com.br,Orbit,Content Download,2024-05-24,Lead,OPP-2024622,Brasil,organic,80.0,BR,Content Download,orbit,True
HS-92023,contact2023@corelogic.com.br,corelogic,Social Media,2024-07-14,Subscriber,,Brasil,event-saas-summit,,BR,Social Media,corelogic,False
HS-92024,contact2024@betasolutions.com.br,Beta Solutions,partner referral,2025-01-09,Customer,,Brasil,cold-outbound,922.0,BR,Partner/Referral,betasolutions,False
HS-92025,contact1873@verticetech.com.br,VERTICE TECH,Organic Search,2024-05-07,SQL,,Brasil,demo-request,277.0,BR,Organic Search,vertice,False
HS-92026,contact2026@bluepath.com.br,Blue Path,Organic,2024-06-07,Lead,,Brazil,demo-request,741.0,BR,Organic Search,bluepath,False
HS-92027,contact2027@dataprime.com.br,dataprime,Partner,2025-01-26,MQL,,Brasil,ebook-revops,,BR,Partner/Referral,dataprime,False
HS-92028,contact2028@connectwave.com.br,Connect Wave,Webinar,2023-09-02,Customer,,Brasil,demo-request,680.0,BR,Webinar,connectwave,False
HS-92029,contact2029@innova.com.br,innova,Social Media,2024-12-16,MQL,,Brasil,event-saas-summit,361.0,BR,Social Media,innova,False
HS-92030,contact2030@verticetech.com.br,Vértice Tech,Social Media,2024-10-25,Customer,OPP-2024624,Brasil,organic,,BR,Social Media,vertice,True
HS-92031,contact2031@corelogic.com.br,Core Logic,Organic,,SQL,OPP-2024010,brasil,partner-referral,113.0,BR,Organic Search,corelogic,True
HS-92032,contact2032@skyops.com.br,skyops,Organic Search,2024-10-21,Subscriber,,Brasil,event-saas-summit,198.0,BR,Organic Search,skyops,False
HS-92033,contact2033@rushflow.com.br,RushFlow,Direct,,Customer,,Brasil,organic,,BR,Other,rushflow,False
HS-92034,contact2034@gruponexus.com.br,GRUPO NEXUS,Partner,2024-02-06,Customer,,BR,webinar-nov24,364.0,BR,Partner/Referral,nexus,False
HS-92035,contact2035@ampliasolucoes.com.br,AMPLIA SOLUCOES,paid,2025-01-05,MQL,,Brasil,linkedin-ads-q3,,BR,Paid Search,amplia,False
HS-92036,contact2036@verticetech.com.br,VERTICE TECH,Direct,2024-07-16,Lead,OPP-2024360,Brasil,event-saas-summit,37.0,BR,Other,vertice,True
HS-92037,contact2037@innova.com.br,INNOVA,Webinar,2024-12-16,Subscriber,,Brasil,demo-request,159.0,BR,Webinar,innova,False
HS-92038,contact2038@polare.com.br,Polare,Paid Search,2024-06-28,Subscriber,,Brasil,ebook-revops,,BR,Paid Search,polare,False
HS-92039,contact2039@connectwave.com.br,connectwave,Social Media,2024-10-01,Customer,,Brasil,event-saas-summit,,BR,Social Media,connectwave,False
HS-92040,contact2040@gruponexus.com.br,GRUPO NEXUS,Event,2024-07-03,Customer,,Brasil,event-saas-summit,,BR,Other,nexus,False
HS-92041,contact2041@bluepath.com.br,BluePath,Email Marketing,,Customer,,Brasil,ebook-revops,5827.0,BR,Email Marketing,bluepath,False
HS-92042,contact2042@verticetech.com.br,Vertice,Social Media,,Subscriber,OPP-2024725,Brasil,ebook-revops,,BR,Social Media,vertice,True
HS-92043,contact2043@tapflow.com.br,TapFlow,Partner,,Subscriber,,Brasil,ebook-revops,467.0,BR,Partner/Referral,tapflow,False
HS-92044,contact2044@dataprime.com.br,Data Prime,SEO,2024-09-18,Lead,,Brasil,event-saas-summit,113.0,BR,Organic Search,dataprime,False
HS-92045,contact2045@corelogic.com.br,Core Logic,Paid Search,2025-01-31,SQL,OPP-2024889,Brasil,demo-request,2808.0,BR,Paid Search,corelogic,True
HS-92046,contact2046@bluepath.com.br,bluepath,Referral,2023-11-28,Lead,,brasil,event-saas-summit,,BR,Partner/Referral,bluepath,False
HS-92047,contact2047@fluxosistemas.com.br,Fluxo,Referral,2024-01-24,Customer,OPP-2025120,BRA,event-saas-summit,,BR,Partner/Referral,fluxo,True
HS-92048,contact2048@mindbox.com.br,MINDBOX,Partner,2024-09-27,Lead,,Brasil,event-saas-summit,228.0,BR,Partner/Referral,mindbox,False
HS-92049,contact2049@zentra.com.br,ZENTRA,Social Media,,Customer,OPP-2024598,Brasil,ebook-revops,812.0,BR,Social Media,zentra,True
HS-92050,contact2050@polaris.com.br,POLARIS,email,2024-07-09,SQL,,BRA,event-saas-summit,,BR,Email Marketing,polaris,False
HS-92051,contact2051@mindbox.com.br,MINDBOX,Referral,2023-09-24,Subscriber,,Brasil,organic,6689.0,BR,Partner/Referral,mindbox,False
HS-92052,contact2052@tapflow.com.br,TAPFLOW,Content Download,2024-08-16,Customer,OPP-2025183,Brasil,ebook-revops,,BR,Content Download,tapflow,True
